TARGET,AGE,GENDER,BALANCE,OCCUPATION,HOLDING_PERIOD,ACC_TYPE,LEN_OF_RLTN_IN_MNTH,NO_OF_CREDIT_TXNS,NO_OF_DEBIT_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_LOAN,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CHQ_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN
0,28,M,15166.33,SAL,8,CA,173,16,21,2,11,0,39000,3848515,19500,241439.09,1,0
0,36,M,6762.38,PROF,2,SA,186,8,6,1,2,0,3800,816359,3800,34430,1,1
1,23,M,315823.11,SAL,3,CA,61,47,19,2,9,1,32400,6316185,16200,504060,1,1
0,41,M,17679.62,SAL,30,SA,147,11,1,0,0,1,0,85280,0,0,1,1
0,31,M,47181.83,SAL,14,SA,152,14,7,1,4,1,6600,420160,6600,16235,1,1
0,49,F,547256.3,SENP,17,SA,169,6,5,1,2,0,1000,1329390,1000,49690,1,0
1,29,M,111845.06,SAL,30,SA,145,18,3,1,0,1,9400,1309047,9400,0,1,1
0,26,M,2559184.34,SAL,3,SA,53,17,14,2,2,0,10300,1509332,5150,15185,1,0
0,41,M,543549.29,PROF,23,SA,212,12,3,0,0,1,0,121350,0,0,1,0
0,55,F,534315.76,PROF,30,SA,204,10,2,1,0,0,10400,19472,10400,0,1,1
0,46,M,11308.21,SELF-EMP,18,SA,200,20,14,2,2,0,37600,1096383,18800,18075,1,0
0,26,M,2011.87,PROF,9,SA,125,7,7,1,1,0,8000,895337,8000,0,0,1
0,26,M,57310.64,SELF-EMP,10,CA,52,27,25,3,4,1,35400,873060,11800,41935,1,0
0,51,M,335595.38,SAL,11,SA,161,14,14,2,5,0,44600,1854472,22300,178884,1,1
0,42,M,956077.46,PROF,26,CA,71,28,2,0,0,0,0,295080,0,0,1,1
0,45,M,115434.14,SENP,21,SA,101,4,2,1,0,0,17000,847500,17000,0,1,1
0,47,M,69857.3,PROF,1,CA,115,30,28,3,15,0,66400,4910439,22133.33,264982,1,0
1,51,M,69342.75,SAL,7,SA,93,14,12,1,1,0,2700,1215394,2700,71310,1,1
1,48,M,525331.16,SENP,12,SA,123,2,3,0,2,1,0,874260,0,14770,1,0
0,32,M,76099.46,SAL,7,CA,147,45,18,2,6,0,29600,1063247,14800,8760,1,1
0,41,M,337502.14,SENP,3,SA,39,5,4,0,2,0,0,788360,0,18735,1,1
1,50,M,349026.69,SAL,23,CA,160,18,1,0,1,0,0,83300,0,83300,1,1
0,26,F,533507.22,PROF,19,SA,206,12,6,1,2,0,8600,542882,8600,8525,1,1
1,24,M,194568.47,SELF-EMP,23,SA,45,14,1,0,0,1,0,612910,0,0,1,0
0,41,M,457824.12,SENP,4,SA,93,9,5,1,1,0,14500,341519,14500,0,1,1
0,39,F,650873.33,SENP,17,SA,134,8,6,1,2,0,7100,994096,7100,35880,1,0
0,46,M,100619.92,PROF,11,CA,169,18,23,3,8,0,32700,1130126,10900,8773.75,1,1
0,51,M,23824.09,PROF,12,SA,121,6,6,1,4,0,13100,546160,13100,18447.5,1,1
0,48,F,857751.54,SENP,14,CA,93,14,17,2,11,0,20100,1389428,10050,110165.45,1,1
0,35,M,496343.78,SENP,17,SA,178,10,5,1,2,1,3000,1257245,3000,9240,1,1
0,45,M,14663.55,SENP,24,SA,55,2,4,1,1,0,2800,217860,2800,39980,1,1
0,53,M,30252.66,SELF-EMP,30,CA,214,66,3,1,0,0,3200,407658,3200,0,1,1
0,26,M,446320.23,PROF,24,SA,192,8,2,0,1,0,0,783040,0,63160,1,1
0,25,F,283287.52,SELF-EMP,16,SA,216,16,14,2,4,0,800,1565843,400,31995,1,0
0,27,M,653876.85,PROF,12,SA,176,15,8,1,4,1,18000,362482,18000,7350,1,1
0,24,F,129805,SELF-EMP,17,SA,65,0,0,0,0,0,0,0,0,0,1,1
1,53,O,148407.36,PROF,28,CA,67,10,3,1,1,1,11500,328500,11500,19770,1,1
0,51,M,19765.13,SAL,26,SA,155,2,1,0,0,1,0,861210,0,0,1,1
1,43,M,18085.23,SAL,10,CA,66,31,18,2,11,1,20500,5447172,10250,402598.18,1,1
0,49,F,81717.72,SENP,19,SA,214,11,6,1,2,1,800,932172,800,24570,1,0
0,21,F,335971.75,SENP,24,SA,55,13,2,0,0,1,0,838129,0,0,1,0
0,54,M,9031.9,SAL,6,SA,154,5,4,0,3,0,0,370410,0,25680,1,1
0,53,M,448617.31,PROF,1,CA,176,38,15,2,6,0,25700,1778376,12850,21555,1,0
0,53,M,345880.89,SELF-EMP,6,SA,194,14,14,2,5,0,9500,613683,4750,30704,1,0
0,54,F,564481.13,SENP,21,SA,63,2,1,1,0,0,10500,10500,10500,0,1,1
0,52,M,38480.88,SAL,21,SA,172,20,1,0,0,0,0,591232,0,0,1,0
0,28,M,1777281.16,SENP,19,SA,146,13,7,1,2,0,16400,1271999,16400,36655,0,1
0,44,M,34542.81,SAL,19,SA,69,12,6,1,2,1,13700,1810754,13700,11065,1,0
0,29,M,269596.16,SAL,27,SA,195,6,2,1,0,0,500,783180,500,0,1,1
1,27,M,1674877.75,PROF,1,SA,196,2,4,2,2,0,0,13240,0,6620,1,1
0,28,M,406166.45,SELF-EMP,27,SA,130,6,2,0,0,1,0,896336,0,0,1,0
0,41,M,58221.58,SENP,18,CA,174,12,14,2,4,0,23700,1021959,11850,124282.5,1,1
0,36,F,313150.96,PROF,26,CA,188,19,4,1,0,0,15200,1197906,15200,0,1,1
0,27,F,242366.72,PROF,14,SA,161,11,10,1,6,0,1800,482720,1800,15891.67,1,0
0,55,M,149129.58,SAL,4,CA,141,31,18,2,2,0,12400,1046250,6200,0,0,1
0,49,M,663278.48,SAL,27,SA,173,6,4,1,0,0,1500,993630,1500,0,1,0
0,55,O,1539772.81,SAL,16,CA,51,24,2,0,0,0,0,703740,0,0,1,0
0,25,M,108471,SAL,27,SA,42,13,3,1,0,0,1900,650561,1900,0,1,0
1,36,F,155483.89,SENP,1,SA,78,15,8,1,5,1,10500,1618562,10500,59150,1,0
0,28,M,50596.99,PROF,22,CA,53,22,2,0,0,1,0,1218782,0,0,1,1
0,46,M,58476.26,SAL,20,SA,111,6,6,1,4,0,17300,525350,17300,22100,1,0
0,21,M,249296.32,SENP,24,SA,127,12,2,0,0,0,0,1337524,0,0,1,1
0,48,F,65813.28,SENP,8,CA,82,14,17,2,8,0,49600,461188,24800,28698.75,1,0
0,32,M,627597.99,SELF-EMP,8,SA,188,2,2,0,2,0,0,26730,0,13365,1,1
0,36,M,1389813.66,SELF-EMP,23,CA,125,7,2,0,0,1,0,918277,0,0,1,0
0,23,M,1039314.19,PROF,19,SA,53,10,5,1,4,0,7400,28290,7400,5222.5,1,0
0,23,M,335045.49,PROF,30,SA,199,6,3,0,0,1,0,363420,0,0,1,0
0,36,F,318182.26,SELF-EMP,11,CA,137,15,18,2,2,1,20900,898483,10450,0,1,0
0,22,F,2437647.49,SENP,21,SA,173,12,2,1,0,1,10100,652118,10100,0,1,0
0,42,O,8138.82,SAL,3,CA,84,67,66,13,9,1,174500,5040895,13423.08,461996.67,1,0
0,52,M,4699.98,SAL,15,SA,116,8,6,1,1,0,19300,960083,19300,0,0,0
0,32,F,193239.85,SENP,7,SA,145,13,7,1,2,0,8900,1054633,8900,27195,1,0
0,53,M,8944.34,SELF-EMP,12,SA,59,11,6,1,4,0,15500,999420,15500,20262.5,1,1
0,30,M,153242.94,SAL,1,SA,129,15,8,1,4,0,19000,838850,19000,12782.5,1,1
0,31,F,1742042.63,SENP,19,SA,145,5,4,0,1,1,0,234420,0,0,1,1
0,46,M,284500.34,SELF-EMP,20,SA,76,15,8,1,5,0,16500,2013453,16500,44070,1,0
0,52,F,159709.08,SENP,25,SA,30,2,2,0,0,1,0,475760,0,0,1,0
0,26,F,1520532.65,SAL,23,SA,181,18,2,1,0,1,2400,116422,2400,0,1,1
0,41,M,1691662.82,PROF,14,SA,177,8,5,1,2,0,15300,891309,15300,34015,1,1
1,55,F,41992.7,SELF-EMP,19,SA,82,10,6,1,4,0,8000,625490,8000,17242.5,1,0
1,37,M,909208.77,SELF-EMP,1,CA,156,10,10,1,4,0,15200,1078404,15200,9330,1,1
0,31,M,199424.11,PROF,7,SA,113,11,6,1,4,1,8600,454367,8600,15477.5,1,0
0,28,M,263144.64,SAL,6,SA,115,8,6,1,2,1,10100,774945,10100,39355,1,1
0,36,M,400700.67,SENP,4,SA,174,13,7,1,4,0,14400,1013260,14400,14275,1,0
0,46,M,259457.39,SAL,25,SA,115,3,1,0,0,1,0,163820,0,0,1,1
0,52,F,1699760.91,PROF,20,SA,214,0,0,0,0,1,0,0,0,0,1,1
0,43,M,86616.45,PROF,15,SA,88,7,7,1,4,0,4500,864341,4500,6225,1,1
1,39,M,325128.38,PROF,21,SA,111,11,4,0,0,1,0,493660,0,0,0,1
0,35,M,4545.41,SELF-EMP,18,SA,105,16,15,2,4,0,45700,1129648,22850,14700,0,1
0,31,M,11003.33,SAL,22,CA,115,21,4,3,0,0,62000,704690,20666.67,0,1,0
0,34,M,27507.15,SAL,7,SA,43,11,10,1,6,0,3700,650010,3700,9928.33,0,1
0,30,M,264270.41,SELF-EMP,10,CA,92,7,7,1,1,0,1800,206040,1800,0,1,1
0,26,M,378134.89,PROF,24,SA,169,7,4,0,0,0,0,306990,0,0,1,1
1,30,M,440072.66,SAL,18,SA,42,14,7,1,4,1,9300,980070,9300,15300,1,1
0,45,F,76808.46,SAL,1,SA,187,4,3,0,2,0,0,876000,0,11650,1,0
0,54,M,184935.31,SAL,17,SA,174,10,6,1,4,1,13100,913240,13100,24297.5,1,1
0,52,M,27991.26,SAL,12,SA,31,8,7,1,4,0,7700,520030,7700,6417.5,1,1
0,28,M,122643.53,SELF-EMP,31,CA,110,10,1,1,0,1,11900,11900,11900,0,0,1
0,44,M,734983.63,PROF,22,SA,50,12,4,3,0,1,11400,843840,3800,0,1,0
1,52,M,372055.79,SELF-EMP,12,CA,128,49,20,2,4,0,36400,1363929,18200,159112.5,1,1
0,53,F,169795.64,SENP,19,SA,211,6,5,1,2,0,14300,1414639,14300,5835,1,0
0,30,F,75494.51,SENP,24,SA,174,10,4,0,1,0,0,952759,0,61430,0,0
0,26,M,198322.27,PROF,20,SA,78,8,5,1,4,1,8800,106860,8800,24515,1,1
0,37,M,105817.83,SAL,15,SA,66,0,0,0,0,0,0,0,0,0,1,1
0,21,M,249296.32,SENP,24,SA,127,12,2,0,0,0,0,1337524,0,0,1,1
1,25,F,92830.35,SAL,4,SA,141,10,5,1,2,0,1100,1547025,1100,17990,1,1
0,51,M,6320359.61,SELF-EMP,29,SA,184,0,2,1,0,0,18900,119566,18900,0,1,1
0,24,M,362396.11,SENP,27,SA,204,16,3,1,0,0,12800,163183,12800,0,1,0
0,54,M,255628.44,SAL,22,SA,94,5,3,2,0,0,37300,996830,18650,0,1,1
0,34,F,1769372.06,SELF-EMP,18,SA,154,3,2,0,2,0,0,76600,0,38300,1,0
0,28,M,607622.71,SELF-EMP,2,SA,72,4,3,0,1,0,0,599520,0,0,1,0
1,49,M,1343080.97,SENP,6,SA,189,12,6,1,4,1,9100,687130,9100,19782.5,1,0
0,48,M,48480.01,SENP,14,CA,146,67,4,1,0,0,19700,146190,19700,0,1,1
0,28,F,61869.46,SENP,14,SA,115,8,6,1,2,0,14900,436172,14900,8920,1,1
0,38,F,36408.62,SENP,25,SA,139,0,3,0,0,0,0,911204,0,0,1,1
0,30,M,352716.2,SAL,17,SA,84,9,5,1,1,0,3200,1222731,3200,0,1,0
0,28,F,48720.21,SENP,25,SA,73,14,2,0,0,0,0,1431818,0,0,1,0
0,39,F,259559.52,PROF,7,SA,147,0,0,0,0,1,0,0,0,0,1,1
0,31,M,45797.93,SENP,15,CA,212,47,19,2,4,0,24700,1947815,12350,113920,1,1
0,54,M,6155.69,SAL,7,CA,130,54,22,2,7,0,33900,1258874,16950,19722.86,1,1
1,45,F,26404.8,SAL,18,SA,163,6,6,1,4,1,2700,100870,2700,15905,1,1
0,28,F,42430.28,SENP,19,SA,34,2,1,0,1,1,0,88480,0,88480,1,0
0,26,M,2429826.32,PROF,14,SA,178,4,3,0,1,0,0,772190,0,0,1,0
0,53,M,3464.6,SAL,16,SA,204,6,4,0,3,0,0,762920,0,30363.33,1,0
0,28,M,71152.84,PROF,2,SA,80,18,14,2,4,0,43000,989233,21500,16815,0,0
0,33,M,666504,PROF,16,CA,176,6,4,0,2,0,0,584110,0,35035,1,1
0,34,M,82137.49,PROF,17,SA,64,8,6,1,2,0,1500,497533,1500,46535,1,1
1,37,F,369771.9,SAL,11,SA,211,12,6,1,2,1,900,877400,900,40360,1,0
1,33,M,580650.94,SELF-EMP,1,CA,184,48,19,2,5,0,18500,1536457,9250,41314,1,0
0,51,M,1163651.07,SELF-EMP,17,SA,30,6,5,1,1,0,9000,196892,9000,0,1,1
1,47,F,825422.4,SELF-EMP,3,CA,95,6,6,1,1,1,2400,1035831,2400,0,1,0
0,29,F,2335997.79,PROF,11,SA,217,4,3,0,3,1,0,26350,0,8783.33,1,0
0,39,F,645046.36,SENP,24,SA,168,12,2,0,1,0,0,96018,0,59790,1,1
0,45,M,299182.37,SAL,5,SA,70,5,5,1,4,0,9400,53070,9400,10917.5,1,0
0,28,F,488359.96,PROF,25,SA,47,16,1,0,1,0,0,42710,0,42710,1,0
0,51,M,49781.08,SAL,13,SA,38,5,5,1,1,0,7400,1790936,7400,0,1,1
0,36,M,32720.12,PROF,12,SA,136,18,14,2,1,0,5000,1288295,2500,74470,1,1
0,43,M,866084.91,PROF,15,CA,58,3,3,0,2,1,0,1002430,0,24380,1,0
0,35,F,603218.53,PROF,3,CA,220,5,5,1,4,0,11600,109280,11600,24420,1,1
0,42,M,177490,SENP,9,CA,44,24,31,18,1,0,138200,878234,7677.78,71060,1,0
0,26,M,33960.47,SAL,5,SA,45,4,3,0,1,1,0,748700,0,0,1,0
0,33,M,50601.33,SELF-EMP,17,SA,179,12,6,1,4,1,4100,258020,4100,24455,1,0
0,32,M,81933.26,SENP,29,SA,146,0,3,1,0,0,14500,35180,14500,0,1,0
0,25,M,455104.48,SAL,31,SA,36,11,1,0,0,0,0,190805,0,0,1,1
1,23,F,274853.36,SAL,18,SA,81,11,11,1,4,1,11700,168732,11700,15370,0,1
0,27,M,561115.43,SELF-EMP,21,SA,160,4,1,1,0,0,2600,2600,2600,0,1,1
0,30,M,329969.31,SAL,6,SA,107,6,5,1,4,0,13600,81070,13600,16867.5,1,0
0,27,M,666829.23,SENP,19,SA,44,7,5,1,2,0,9300,1313171,9300,9920,1,0
0,31,M,80181.1,SAL,19,CA,51,1,1,0,1,0,0,37950,0,37950,1,0
0,38,M,75805.47,SELF-EMP,19,SA,164,14,7,1,5,0,19500,1379691,19500,136662,1,0
0,25,M,282645.31,SAL,25,SA,102,4,3,2,0,0,12000,497190,6000,0,1,1
0,55,F,131587.16,SENP,30,SA,153,9,2,0,1,1,0,159496,0,20680,1,1
0,26,M,92969.21,SELF-EMP,6,SA,105,14,7,1,4,1,19900,687029,19900,16097.5,1,0
1,41,M,219515.7,SELF-EMP,13,SA,98,12,6,1,2,0,1200,947722,1200,46470,1,0
0,23,M,812827.19,SENP,23,CA,87,30,3,0,0,0,0,551383,0,0,1,0
0,45,F,56109.63,SENP,12,SA,59,6,5,1,4,0,16900,113770,16900,24217.5,1,0
0,30,M,445829.88,PROF,10,SA,44,16,15,2,5,0,28600,1795573,14300,91332,1,0
0,46,M,639856.91,SAL,18,CA,129,11,13,1,4,0,11000,1261210,11000,24157.5,1,1
0,38,M,22267.31,SAL,12,SA,81,5,5,1,2,0,15400,1083388,15400,45685,1,1
1,33,M,7556.8,PROF,10,SA,32,4,3,0,2,1,0,567050,0,39850,0,1
0,31,F,12166.66,PROF,31,SA,112,7,2,1,0,0,2900,106810,2900,0,1,0
0,50,M,2605506.03,SAL,31,SA,37,16,3,1,0,0,4000,534784,4000,0,1,1
0,48,F,1734003.22,PROF,17,CA,107,3,3,0,1,1,0,609420,0,0,1,1
0,29,M,275339.66,SENP,6,SA,51,8,6,1,2,0,10300,1459024,10300,32545,1,0
0,32,M,640061.98,SAL,28,SA,81,18,4,0,1,0,0,758986,0,23210,1,1
1,44,F,709996.99,SELF-EMP,19,SA,160,11,7,1,5,1,14600,852391,14600,148652,1,1
1,51,M,458095.82,PROF,9,CA,168,0,0,0,0,1,0,0,0,0,1,0
0,29,M,295709.23,SAL,13,SA,83,10,5,1,2,1,11200,945607,11200,29460,1,1
0,47,M,7855.35,PROF,29,CA,180,42,1,0,0,0,0,122110,0,0,1,0
0,45,F,53156.83,SENP,25,SA,141,4,1,0,0,0,0,382150,0,0,1,1
0,34,F,324256.75,SENP,11,SA,58,8,6,1,1,0,6000,1377811,6000,0,0,0
0,31,M,20265.25,SAL,29,SA,111,5,4,0,0,0,0,1124710,0,0,1,1
0,29,M,96951.53,SENP,13,CA,206,70,69,22,1,0,17800,1590726,809.09,75800,1,1
1,25,F,29499.66,SAL,24,SA,79,10,2,1,0,0,0,173121,0,0,1,1
0,32,F,97768.83,SAL,25,CA,34,65,1,0,0,0,0,941290,0,0,1,1
1,46,M,4076.47,SELF-EMP,10,SA,180,12,6,1,4,1,4800,174366,4800,22722.5,1,0
0,46,M,996678.48,SELF-EMP,10,SA,112,6,5,1,2,1,6400,1151334,6400,45570,0,1
0,38,M,541763.13,SAL,15,SA,34,6,6,1,4,1,17600,792351,17600,3327.5,1,0
0,42,M,231626.82,PROF,6,CA,89,11,13,1,6,1,4500,2002015,4500,120918.33,1,0
0,34,M,718024.75,SAL,9,SA,168,3,2,0,1,0,0,337320,0,0,1,0
0,46,M,610951.69,SELF-EMP,1,SA,181,9,5,1,1,0,13500,1568361,13500,0,1,0
0,30,M,532470.19,PROF,6,SA,36,5,4,0,1,0,0,860080,0,0,1,0
0,22,F,3763395.72,SELF-EMP,1,SA,117,4,3,0,2,1,0,23610,0,6565,0,1
1,44,M,34206.99,SENP,18,SA,119,6,5,1,4,1,11200,23030,11200,2957.5,1,0
0,27,M,162954,SAL,27,SA,94,6,3,0,0,1,0,909620,0,0,1,0
0,25,M,337672.49,SAL,31,SA,89,8,3,2,0,0,43100,912184,21550,0,1,0
1,29,M,111845.06,SAL,30,SA,145,18,3,1,0,1,9400,1309047,9400,0,1,1
0,32,M,546442.99,SELF-EMP,1,SA,35,6,6,1,4,1,4300,934830,4300,3177.5,1,1
1,34,M,579669.88,SAL,7,CA,187,19,25,3,4,1,33900,1406094,11300,5547.5,1,1
0,45,M,3002399.95,SENP,5,SA,126,11,10,1,4,0,2500,340288,2500,24402.5,1,0
1,33,M,3.93,SELF-EMP,10,CA,200,50,20,2,4,0,16800,964307,8400,12362.5,0,1
0,54,F,1504200.49,PROF,7,SA,118,19,15,2,4,1,4900,1250555,2450,8035,1,0
1,31,M,351119.15,SENP,15,SA,50,8,6,1,4,0,15900,752370,15900,2740,1,1
0,32,F,1948576.37,SENP,27,SA,210,3,3,1,0,0,6400,570764,6400,0,1,1
0,21,M,1494767.26,PROF,8,SA,66,5,4,0,2,0,0,561810,0,17380,0,1
0,45,M,40818.83,SELF-EMP,14,CA,159,38,15,2,0,0,2600,1069016,1300,0,1,1
0,34,M,341247.27,SAL,12,SA,85,6,5,1,2,1,2500,1803197,2500,24120,1,1
0,44,F,21646.31,SENP,7,SA,192,11,6,1,4,0,10800,550370,10800,8375,1,0
1,50,M,152225.71,SELF-EMP,2,CA,182,24,31,3,6,1,39600,1916569,13200,127565,1,1
0,39,M,1393257.2,SENP,3,SA,191,2,1,0,1,1,0,34990,0,34990,1,0
0,37,M,44333.1,SELF-EMP,24,SA,106,6,3,0,0,1,0,515053,0,0,1,1
0,38,M,42814.75,SAL,10,SA,71,5,6,1,2,0,2400,1141115,2400,34570,1,1
0,36,F,980601.66,SELF-EMP,22,SA,203,11,1,0,0,0,0,603990,0,0,1,1
0,34,M,1956836.06,SAL,3,SA,80,7,5,1,1,0,5400,1062871,5400,0,1,1
0,46,M,98497.4,PROF,24,SA,32,10,1,0,1,0,0,78650,0,78650,1,1
0,25,M,141317.57,SENP,15,SA,44,6,4,0,3,0,0,933190,0,15170,1,0
0,53,F,169795.64,SENP,19,SA,211,6,5,1,2,0,14300,1414639,14300,5835,1,0
0,27,M,176615.51,SELF-EMP,18,SA,125,4,3,0,2,0,0,910410,0,17500,1,1
0,25,M,686921.78,PROF,11,SA,159,5,6,1,4,1,3400,325920,3400,8932.5,1,1
0,54,M,712086.58,PROF,6,SA,75,20,16,2,4,1,21500,462740,10750,18885,1,0
0,39,F,185628.85,SELF-EMP,8,CA,142,15,18,2,11,1,10700,5216524,5350,408180,1,1
0,45,F,471943.17,SENP,9,SA,109,18,14,2,4,0,31200,2209878,15600,172785,1,0
0,34,M,465164.96,SAL,31,SA,211,18,1,1,0,0,12100,12100,12100,0,1,1
0,34,F,75321.17,SAL,25,SA,205,4,4,0,0,1,0,1316220,0,0,1,1
0,40,F,201523.19,PROF,18,SA,179,4,3,0,3,0,0,93400,0,31133.33,1,1
0,24,M,39218.8,SENP,18,SA,182,12,6,1,2,0,15300,1237287,15300,16835,1,0
0,53,M,577523.7,SELF-EMP,26,CA,151,52,4,0,1,1,0,1058761,0,63340,1,0
0,42,F,216079.69,SENP,24,SA,217,10,3,0,0,0,0,1103592,0,0,0,0
0,31,F,10931.55,SELF-EMP,22,SA,109,16,1,0,1,0,0,30460,0,30460,0,0
0,36,M,23127.63,SELF-EMP,13,CA,137,14,17,2,5,0,39100,685669,19550,10354,1,0
0,21,F,345083.73,SENP,14,SA,72,18,14,2,4,1,10100,1840585,5050,19772.5,1,1
0,55,F,821556.18,SENP,8,SA,114,10,5,1,1,0,8900,1839318,8900,0,1,0
0,27,F,257214.92,PROF,19,SA,118,0,0,0,0,0,0,0,0,0,1,0
0,35,M,901809.21,SAL,1,SA,213,2,2,0,2,0,0,51290,0,25645,1,0
0,36,F,57278.69,PROF,3,SA,111,4,3,0,1,0,0,704040,0,0,1,1
0,41,F,322866.85,SAL,14,CA,51,8,8,1,2,0,6100,1534254,6100,20465,1,0
0,52,M,21214.12,SAL,21,SA,97,7,4,2,0,0,4300,239100,2150,0,1,0
0,52,M,255823.95,SENP,14,CA,77,9,9,1,4,0,19200,1111752,19200,22822.5,1,1
0,51,M,512959.13,SAL,30,SA,117,6,3,0,0,0,0,261752,0,0,1,0
0,45,M,519540.33,SENP,23,SA,109,8,2,1,0,1,1200,8080,1200,0,1,0
0,23,F,181671.36,SENP,17,SA,210,6,5,1,4,0,11800,47530,11800,8932.5,1,1
0,44,F,45860.56,SENP,18,SA,155,9,5,1,4,1,7700,59630,7700,12982.5,1,0
0,44,F,80844.01,SENP,4,SA,169,10,6,1,1,0,1900,1010666,1900,0,1,0
0,46,M,309383.2,PROF,3,SA,137,12,6,1,1,1,19400,712240,19400,0,1,1
0,21,F,65696.38,SENP,10,CA,102,20,26,3,4,0,31400,1453160,10466.67,11600,1,1
0,21,M,9432.63,PROF,7,CA,134,12,14,2,5,0,30700,1699832,15350,147720,1,1
0,41,M,132857,SELF-EMP,19,SA,189,7,5,1,1,0,10300,986674,10300,0,1,0
0,37,M,24733.95,SELF-EMP,5,SA,139,6,5,1,2,0,7300,1588015,7300,17475,1,0
0,44,M,156053.79,SAL,3,CA,217,58,23,3,7,0,70200,2041377,23400,141500,1,1
0,52,M,463.78,SAL,25,SA,65,6,1,0,0,0,0,653340,0,0,1,1
0,28,M,19030.88,SAL,5,SA,139,13,7,1,4,0,15500,495450,15500,13922.5,0,1
1,25,M,1515274.62,SELF-EMP,10,SA,175,1,1,0,0,0,0,520760,0,0,1,0
0,44,F,99861.3,SENP,3,CA,145,6,6,1,4,0,12800,824510,12800,4182.5,1,0
0,46,M,98497.4,PROF,24,SA,32,10,1,0,1,0,0,78650,0,78650,1,1
1,22,M,971583.12,SELF-EMP,18,SA,39,4,3,0,2,0,0,640220,0,35040,1,0
0,51,M,165885.31,SENP,25,SA,141,14,4,0,0,1,0,946410,0,0,1,1
0,45,F,53156.83,SENP,25,SA,141,4,1,0,0,0,0,382150,0,0,1,1
0,26,M,2301729.36,SAL,5,SA,116,8,5,1,1,0,15100,555443,15100,0,1,1
0,37,F,178815.86,SAL,17,SA,68,12,6,1,4,0,8300,308230,8300,22607.5,1,1
0,45,M,17454.35,SAL,1,SA,206,5,6,1,2,0,6600,764952,6600,44810,1,1
0,41,M,1934398.5,SENP,29,SA,147,15,1,1,0,1,10100,10100,10100,0,1,0
0,51,M,17031.58,PROF,15,CA,48,34,20,2,6,1,47700,2776126,23850,137855,1,0
0,46,F,603801.42,SENP,20,SA,46,11,6,1,2,1,13800,1324897,13800,23575,0,1
0,33,M,5608.72,SAL,20,SA,140,5,6,1,4,0,12100,1023240,12100,15090,1,0
0,22,M,518086.03,PROF,21,SA,139,14,2,0,0,0,0,8710,0,0,1,1
0,30,F,73754.75,SENP,15,CA,88,9,9,1,5,0,5900,1022224,5900,11024,1,1
0,47,M,76777.18,SELF-EMP,21,CA,175,74,1,0,0,1,0,143000,0,0,0,1
0,36,M,327896.21,SELF-EMP,29,SA,150,16,2,1,0,0,17300,641370,17300,0,1,1
0,52,F,704542.88,PROF,14,SA,37,8,6,1,4,0,16800,485010,16800,11762.5,1,0
0,36,M,54848.17,SELF-EMP,28,SA,150,5,4,1,0,0,8800,846930,8800,0,1,0
0,25,M,614776.47,SENP,28,CA,29,26,1,1,0,0,19900,19900,19900,0,1,1
0,38,F,231986.19,SENP,18,CA,32,32,19,2,6,1,14300,1303154,7150,71506.67,1,0
0,31,M,672784.96,SAL,27,SA,213,5,3,0,0,0,0,615770,0,0,1,0
0,48,M,0,SAL,6,SA,82,7,7,1,5,1,4800,1007709,4800,5512,1,1
1,41,M,6624.67,SELF-EMP,14,CA,143,55,22,2,0,0,46100,1099191,23050,0,1,1
0,41,M,15251.86,SAL,20,SA,169,12,6,1,4,1,8400,288340,8400,7607.5,0,1
1,34,F,1136890.47,SENP,1,SA,92,8,5,1,2,0,16800,658804,16800,44385,1,0
0,35,M,415246.26,PROF,26,SA,47,2,1,0,0,0,0,799450,0,0,0,1
0,40,M,2573615.14,SENP,24,SA,193,6,2,1,0,0,13500,112148,13500,0,1,0
0,31,M,45797.93,SENP,15,CA,212,47,19,2,4,0,24700,1947815,12350,113920,1,1
0,54,M,130539.97,SAL,23,SA,169,6,4,0,0,1,0,540463,0,0,1,1
0,44,M,280945.82,SAL,10,SA,122,6,4,0,3,0,0,690090,0,4856.67,1,0
1,41,M,638.21,PROF,1,SA,114,11,6,1,4,0,18800,568300,18800,14627.5,1,0
0,24,M,1734391.63,PROF,23,SA,167,2,4,1,0,0,10800,862800,10800,0,1,0
0,51,M,10207.79,PROF,9,SA,147,19,15,2,6,0,19500,1974780,9750,153488.33,1,1
0,33,M,432360.29,SENP,30,SA,159,10,1,1,0,0,6300,6300,6300,0,1,1
0,27,M,134768.13,PROF,29,SA,103,4,2,1,0,0,14300,215340,14300,0,1,0
0,24,M,389167.28,SENP,25,SA,164,5,4,0,0,0,0,442730,0,0,1,0
0,39,M,450424.75,PROF,26,SA,186,12,1,0,0,0,0,287680,0,0,1,1
0,43,M,1422387.64,PROF,9,SA,122,9,5,1,2,0,1600,1069139,1600,43595,0,1
0,47,M,414035.34,SAL,23,SA,176,6,2,1,0,0,18800,959340,18800,0,1,0
0,49,M,14819.69,SAL,22,SA,105,12,2,0,0,0,0,1774843,0,0,1,0
0,32,F,2629045.84,SENP,10,SA,48,14,8,1,1,0,10200,833926,10200,0,1,1
0,31,M,2357214.75,SAL,22,SA,65,7,2,0,0,1,0,139999,0,0,1,0
